南岩手交流プラザ,〒023-0104　岩手県奥州市水沢区羽田町駅前1-185観光,東北新幹線水沢江刺駅構内に隣接し、近隣市町村の物産を一堂に展示。日高火防祭はやし屋台模型展示。奥州市の観光案内施設。
消防記念館,〒023-0808　岩手県奥州市水沢区日高小路13観光,江戸時代から明治にかけて使われた火災報知用の板木、明治中期頃の木製消化器具、竜吐水、腕用ポンプ、蒸気ポンプ、ドイツ製の自動車ポンプなどの消防機械、器具のほか、装束、記録写真などの貴重な資料が展示されている。
奥州市武家住宅資料館,〒023-0054　岩手県奥州市水沢区吉小路43観光,格式の高い武家屋敷。中には、自在鉤と火棚のいろりがあり、当時の生活がしのばれる。
高野長英記念館,〒023-0857　岩手県奥州市水沢区中上野町1-9観光,かつて高野家が所有していた水沢公園の東側一角に建てられた高野長英記念館。長英の翻訳書や手紙などの関係資料58点は国の重要文化財。
奥州市伝統産業会館,〒023-0104　岩手県奥州市水沢区羽田町駅前1丁目109観光,鋳物製品の製造工程を再現展示、鋳物工芸家の秀作等を展示
斎藤實記念館,〒023-0054　岩手県奥州市水沢区吉小路24観光,實の愛用品をはじめ、2・26事件で凶弾を受けた鏡などが展示されている。記念館は生家に隣接しており、生家も見学することができる。
グリーンヒル見分森フィールド・アスレチック場,〒023-0874　岩手県奥州市水沢区見分森55-1観光,すべての基本情報を見る
水沢リバーサイドゴルフ場,〒023-0841　岩手県奥州市水沢区真城字明神堂22の2観光,すべての基本情報を見る
大師山森林公園キャンプ場,〒023-0101　岩手県奥州市水沢区黒石町字長根112-69観光,すべての基本情報を見る
高野長英誕生の地,〒023-0054　岩手県奥州市水沢区吉小路観光,１８０４〜１８５０。蘭学者。“夢物語”で幕府批判を行い，１８３９（天保１０）年投獄される。６年後脱走したが、その後幕吏に襲われて自刃。
後藤新平の像,〒023-0857　岩手県奥州市水沢区中上野町（水沢公園）観光,1857〜1929年。初代満鉄総裁、内相、外相、東京市長を歴任し、関東大震災復興に尽力した。　水沢公園には新平像が2基ある（日本ボーイスカウト初代総裁姿、南満州鉄道(株)初代総裁姿）
斎藤實の像,〒023-0857　岩手県奥州市水沢区中上野町（水沢公園）観光,1858〜1936年。海軍大将、朝鮮総督を歴任し、昭和7年、第31代内閣総理大臣に就任。2・26事件の凶弾に倒れ79歳の生涯を閉じた。
後藤寿庵館跡,〒023-0882　岩手県奥州市水沢区福原観光,戦国末期，伊達領水沢のキリシタン領主。同市福原に西洋土木技術によって寿庵堰を残す。のち政宗に追われ行方知れずとなる。
水沢ふれあいの丘公園,〒023-0132　岩手県奥州市水沢区羽田町うぐいす平72観光,東北最大級の水沢市総合体育館の周りでスポーツや自然散策などが楽しめる。丘陵地を利用したパークゴルフ場、年中橇滑りができる人口ゲレンデやバーベキューコーナー、遊具も揃い家族連れで楽しめる。
グリーンヒル見分森,〒023-0874　岩手県奥州市水沢区見分森55-1観光,見分森は胆沢平野唯一の丘陵で、全山がツツジと松に覆われる。展望もよく鹿が飼育されている。
日高神社,〒023-0808　岩手県奥州市水沢区日高小路13観光,弘仁元年の創建と伝えられる古社。日高火防祭にまつわる神社として有名。予約不要。
後藤新平旧宅,〒023-0802　岩手県奥州市水沢区吉小路8-1観光,屋根は寄棟、茅葺きで、江戸中期ごろの下級武士住宅の姿をよく保存している。岩手県指定文化財。
高野長英旧宅,〒023-0802　岩手県奥州市水沢区大畑小路7観光,幕末の先覚者高野長英が少年時代起居した旧宅である。二室が旧構のまま保存されている。外観見学のみ（非公開施設）。国指定史跡。
カヤ,〒023-0132　岩手県奥州市水沢区羽田町門下80番地（千養寺）観光,北限のかやの一つ。推定樹令約５００年の古木。
姥杉（奥州市役所本庁）,〒023-8501　岩手県奥州市水沢区大手町1-1（奥州市役所本庁)観光,推定樹令約４００年以上。水沢城跡にそびえ立っており当時のおもかげを残している。
姥杉（日高神社）,〒023-0808　岩手県奥州市水沢区日高小路14番地（日高神社）観光,別名義家杉とも呼ばれ前九年の役由来の杉。推定樹令約５５０年以上。
おさかなセンター三陸,〒022-0002　岩手県大船渡市大船渡町字砂子前1-1観光,店内に入ると、壁に所狭しと掲げられた華やかな大漁旗と大船渡のお祭り囃子、気仙甚句のBGMでお出迎えしてくれるおさかなセンター。大船渡で水揚げされた活きの良い取れたての魚介類と、新鮮さをそのままギュッと詰めた加工品や珍味、そして復興グッズも販売しているお土産選びには最適な施設です。もちろんお買い上げ頂いた商品は宅配便でお届け可能です。漁師のかき小屋やお食事処まんぼう亭もあります。
トヨタレンタリース岩手　大船渡店,〒022-0003　岩手県大船渡市盛町木町11-2観光,すべての基本情報を見る
碁石温泉（民宿　海楽荘）,〒022-0001　岩手県大船渡市末崎町字大浜39観光,三陸海岸初の温泉民宿としてオープンした碁石温泉。露天風呂からは太平洋を360度望め、目も冴えるようなコバルトブルーの景色を楽しむことができます。また夜には、漁火と碁石海岸の波音が訪れた人たちに安らぎとゆとりの時間を与えてくれます。泉質はナトリウム・カルシウムを多分に含んでおり、しょっぱい温泉としても知られています。
